district.x,school.x,school_id,report_card_type_p_e_m_h_d,street,city,state,zip,gradespan,enrollment,hdphone,url,headname,teacher_count,year,district.y,school.y,type,e_pct_me,e_pct_in_need_of_support,m_pct_me,m_pct_in_need_of_support,sc_pct_me,p17_sci1nm,sc_pct_in_need_of_support,total_actively_enrolled_students,gender_female,gender_male,black_or_african_american,white,schoolid,gender_missing,pupils_in_poverty,all_other_races
"Darlington
County School
District",Spaulding Middle School,1601010,M,"400 East Cartersville
Hwy.",Lamar,SC,29069,6-8,225,(843- 326-7625,"https://www.facebook.com/spauldingtigers/http://spm
.dcsdschools.org/",C. Nicole Jones,18,2019,Darlington County School District,Spaulding Middle School,M,36.3,26.3,42.4,22.9,48.1,NA,23.5,270,134,136,128,111,NA,0,213,31
"Darlington
County School
District",Spaulding Middle School,1601010,M,"400 East Cartersville
Hwy.",Lamar,SC,29069,6-8,225,(843- 326-7625,"https://www.facebook.com/spauldingtigers/http://spm
.dcsdschools.org/",C. Nicole Jones,18,2021,"Darlington
County School
District",Spaulding Middle School,M,31.1,30.6,30.5,33,40.6,NA,37.7,227,113,114,107,80,NA,0,184,40
"Darlington
County School
District","Brockington Elementary
Magnet School",1601013,E,413 Brockington Road,Darlington,SC,29532,3-5,337,843-398-2500,http://bes.dcsdschools.org/,Ada O. Sindab,24,2017,Darlington County School District,Brockington Elementary Magnet School for Science and technology,E,35.2,36.3,35.7,29.2,NA,NA,NA,413,203,210,244,152,NA,NA,NA,17
"Darlington
County School
District","Brockington Elementary
Magnet School",1601013,E,413 Brockington Road,Darlington,SC,29532,3-5,337,843-398-2500,http://bes.dcsdschools.org/,Ada O. Sindab,24,2018,Darlington County School District,Brockington Elementary Magnet School For Science And Technology,E,33.9,36.4,40.7,32.7,41.1,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District","Brockington Elementary
Magnet School",1601013,E,413 Brockington Road,Darlington,SC,29532,3-5,337,843-398-2500,http://bes.dcsdschools.org/,Ada O. Sindab,24,2019,Darlington County School District,Brockington Elementary Magnet School,E,39.2,39.7,44.2,29.5,45.5,NA,28,442,215,227,250,135,NA,0,396,57
"Darlington
County School
District","Brockington Elementary
Magnet School",1601013,E,413 Brockington Road,Darlington,SC,29532,3-5,337,843-398-2500,http://bes.dcsdschools.org/,Ada O. Sindab,24,2021,"Darlington
County School
District","Brockington Elementary
Magnet School",E,32,36.7,18.9,47,34.3,NA,43.4,341,179,162,185,89,NA,0,297,67
"Darlington
County School
District","Carolina Elementary
School",1601015,E,"719 West Carolina
Avenue",Hartsville,SC,29501,1-5,223,843-857-3230,http://ces.dcsdschools.org/,Kathryn Abbott,22,2017,Darlington County School District,Carolina Elementary School,E,59.3,17.7,75.4,6.2,NA,NA,NA,243,119,124,52,171,NA,NA,NA,20
"Darlington
County School
District","Carolina Elementary
School",1601015,E,"719 West Carolina
Avenue",Hartsville,SC,29501,1-5,223,843-857-3230,http://ces.dcsdschools.org/,Kathryn Abbott,22,2018,Darlington County School District,Carolina Elementary School,E,51.5,19.7,71.2,12.9,75.6,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District","Carolina Elementary
School",1601015,E,"719 West Carolina
Avenue",Hartsville,SC,29501,1-5,223,843-857-3230,http://ces.dcsdschools.org/,Kathryn Abbott,22,2019,Darlington County School District,Carolina Elementary School,E,54.5,26,67.5,13,68.9,NA,11.1,273,130,143,64,170,NA,0,139,39
"Darlington
County School
District","Carolina Elementary
School",1601015,E,"719 West Carolina
Avenue",Hartsville,SC,29501,1-5,223,843-857-3230,http://ces.dcsdschools.org/,Kathryn Abbott,22,2021,"Darlington
County School
District",Carolina Elementary School,E,52.8,22.8,51.2,17.9,43.9,NA,31.7,218,105,113,48,135,NA,0,107,35
"Darlington
County School
District",North Hartsville Elementary,1601017,E,110 School Drive,Hartsville,SC,29550,1-5,541,843-857-3200,Http://NHE.DCSDschools.org/,Carla Watford,37,2017,Darlington County School District,North Hartsville Elementary School,E,42.7,27,47.8,22.7,NA,NA,NA,663,332,331,185,427,NA,NA,NA,51
"Darlington
County School
District",North Hartsville Elementary,1601017,E,110 School Drive,Hartsville,SC,29550,1-5,541,843-857-3200,Http://NHE.DCSDschools.org/,Carla Watford,37,2018,Darlington County School District,North Hartsville Elementary School,E,46.1,22.6,53.7,19.2,66.4,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District",North Hartsville Elementary,1601017,E,110 School Drive,Hartsville,SC,29550,1-5,541,843-857-3200,Http://NHE.DCSDschools.org/,Carla Watford,37,2019,Darlington County School District,North Hartsville Elementary School,E,52.2,19,68,11,60.8,NA,15,613,299,314,137,398,NA,0,414,78
"Darlington
County School
District",North Hartsville Elementary,1601017,E,110 School Drive,Hartsville,SC,29550,1-5,541,843-857-3200,Http://NHE.DCSDschools.org/,Carla Watford,37,2021,"Darlington
County School
District",North Hartsville Elementary,E,36.7,31.2,46.9,26.1,42.5,NA,34.9,544,277,267,129,337,NA,0,396,78
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2017,Darlington County School District,Rosenwald Elementary/Middle School,E,13.2,65.8,34.2,44.7,NA,NA,NA,140,72,68,130,9,NA,NA,NA,1
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2017,Darlington County School District,Rosenwald Elementary/Middle School,M,22.9,37.1,25.7,34.3,34.3,37.1,NA,140,72,68,130,9,NA,NA,NA,1
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2018,Darlington County School District,Rosenwald Elementary/Middle School,E,15.9,54.5,22.7,59.1,11.1,NA,77.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2018,Darlington County School District,Rosenwald Elementary/Middle School,M,21.1,42.1,21.1,44.7,36.4,NA,27.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2019,Darlington County School District,Rosenwald Elementary/Middle School,E,17.8,62.2,24.4,51.1,40,NA,40,156,75,81,130,16,NA,0,144,10
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2019,Darlington County School District,Rosenwald Elementary/Middle School,M,15.9,56.8,18.2,59.1,30,NA,26.7,156,75,81,130,16,NA,0,144,10
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2021,"Darlington
County School
District","Rosenwald
Elementary/Middle School",E,18.2,52.3,27.3,45.5,15.8,NA,31.6,133,74,59,99,16,NA,0,117,18
"Darlington
County School
District","Rosenwald
Elementary/Middle School",1601020,E,508 Church St.,Society Hill,SC,29593,PK-8,132,843-398-2700,http://rems.dcsdschools.org/,Kimberly S. Mason,12,2021,"Darlington
County School
District","Rosenwald
Elementary/Middle School",M,25,47.5,17.5,57.5,35.7,NA,28.6,133,74,59,99,16,NA,0,117,18
"Darlington
County School
District","St. John's Elementary
School",1601026,E,140 Park Street,Darlington,SC,29532,PK-5,491,843-398-2350,http://sje.dcsdschools.org/,"Kathryn H.
Atkinson",39,2017,Darlington County School District,St. John's Elementary,E,21.9,42.1,26,38.2,NA,NA,NA,664,316,348,382,267,NA,NA,NA,15
"Darlington
County School
District","St. John's Elementary
School",1601026,E,140 Park Street,Darlington,SC,29532,PK-5,491,843-398-2350,http://sje.dcsdschools.org/,"Kathryn H.
Atkinson",39,2018,Darlington County School District,St. John's Elementary,E,26.8,38.2,33.3,33.3,41.4,NA,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District","St. John's Elementary
School",1601026,E,140 Park Street,Darlington,SC,29532,PK-5,491,843-398-2350,http://sje.dcsdschools.org/,"Kathryn H.
Atkinson",39,2019,Darlington County School District,St. John's Elementary School,E,37.8,32.5,44.8,25.9,55.8,NA,23.9,626,299,327,324,245,NA,0,514,57
"Darlington
County School
District","St. John's Elementary
School",1601026,E,140 Park Street,Darlington,SC,29532,PK-5,491,843-398-2350,http://sje.dcsdschools.org/,"Kathryn H.
Atkinson",39,2021,"Darlington
County School
District",St. John's Elementary School,E,29.7,37.8,30.8,42.3,32,NA,48,500,231,269,272,164,NA,0,424,64
"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,437 W Carolina Ave,Hartsville,SC,29101,1-5,236,843-857-3090,tes.dcsdschools.org,Melinda Brown,22,2017,Darlington County School District,Thornwell School for the Arts,E,23.1,43.1,20.5,44.6,NA,NA,NA,336,181,155,267,53,NA,NA,NA,16
"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,437 W Carolina Ave,Hartsville,SC,29101,1-5,236,843-857-3090,tes.dcsdschools.org,Melinda Brown,22,2018,Darlington County School District,Thornwell School For The Arts,E,17.6,46,18.7,50.8,33.3,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,437 W Carolina Ave,Hartsville,SC,29101,1-5,236,843-857-3090,tes.dcsdschools.org,Melinda Brown,22,2019,Darlington County School District,Thornwell School For The Arts,E,21.2,48.9,23.9,50,27,NA,47.3,316,155,161,238,41,NA,0,288,37
"Darlington
County School
District","Thornwell School For The
Arts",1601027,E,437 W Carolina Ave,Hartsville,SC,29101,1-5,236,843-857-3090,tes.dcsdschools.org,Melinda Brown,22,2021,"Darlington
County School
District","Thornwell School For The
Arts",E,11.7,53.3,12.6,51.9,15.8,NA,52.6,231,121,110,162,28,NA,0,214,41
"Darlington
County School
District",Darlington High School,1601030,H,525 Spring Street,Darlington,SC,29532,9-12,1084,843-398-2730,http://dhs.dcsdschools.org/,Cortney Gehrke,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Drive,Darlington,SC,29532,6-8,1020,843-398-5088,dms.dcsdschools.org,Eddie L. Shuler,61,2017,Darlington County School District,Darlington Middle School,M,24.299999999999997,35.9,22.200000000000003,38.9,42.4,28.3,NA,989,520,469,603,342,NA,NA,NA,44
"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Drive,Darlington,SC,29532,6-8,1020,843-398-5088,dms.dcsdschools.org,Eddie L. Shuler,61,2018,Darlington County School District,Darlington Middle School,M,29.5,36.9,28.5,36.6,49.3,NA,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Drive,Darlington,SC,29532,6-8,1020,843-398-5088,dms.dcsdschools.org,Eddie L. Shuler,61,2019,Darlington County School District,Darlington Middle School,M,33.1,36.2,27.2,37,43.5,NA,29.4,1017,523,494,593,321,NA,0,847,103
"Darlington
County School
District",Darlington Middle School,1601031,M,150 Pinedale Drive,Darlington,SC,29532,6-8,1020,843-398-5088,dms.dcsdschools.org,Eddie L. Shuler,61,2021,"Darlington
County School
District",Darlington Middle School,M,28.4,43.1,20.8,48.4,33.9,NA,51.9,1025,481,544,577,294,NA,0,872,154
"Darlington
County School
District","Mayo High School For
Math, Science &
Technology",1601033,H,405 Chestnut Street,Darlington,SC,29532,9-12,338,843-398-2650,http://mhs.dcsdschools.org/,Arlene B. Wallace,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darlington
County School
District",J. L. Cain Elementary,1601034,E,605 1st Street,Darlington,SC,29532,PK-5,500,843-398-6220,jlc.dcsdschools.org,"Stephanie Harmon
Bridges",35,2021,"Darlington
County School
District",J. L. Cain Elementary,E,22.2,47.6,15.6,55,15.4,NA,61.5,502,255,247,338,111,NA,0,461,53
"Darlington
County School
District","Bay Road Elementary
School",1601036,E,1251 Bay Road,Hartsville,SC,29550,PK-5,531,843-398-6300,http://baydcsd.hosted111.sharpschool.com/,Jacqueline Lynn,37,2021,"Darlington
County School
District",Bay Road Elementary School,E,16.8,52.6,19.5,51.8,9.7,NA,47.2,547,242,305,321,154,NA,0,484,72
"Darlington
County School
District","Lamar-Spaulding
Elementary School",1601037,E,5232 Lamar Hwy,Lamar,SC,29069,PK-5,503,843-398-6370,lse.dscdschools.org,Kristi Austin,33,2021,"Darlington
County School
District","Lamar-Spaulding Elementary
School",E,22,47.8,21.4,47.1,20.5,NA,45.2,481,226,255,260,159,NA,0,403,62
"Dillon School
District Three",Latta High School,1703019,H,"618 North Richardson
Street",Latta,SC,29565,9-12,455,843-752-5751,http://www.dillon3.k12.sc.us/LHS/,"Nanette W.
Carmichael",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Three",Latta Middle School,1703021,M,"602 North Richardson
Street",Latta,SC,29565,5-8,468,843-752-7117,http://www.dillon3.k12.sc.us/LMS/,Stephanie J. Ard,21,2017,Dillon District Three,Latta Middle School,M,44.400000000000006,21,44.3,18.6,47.8,21.6,NA,503,236,267,158,317,NA,NA,NA,28
"Dillon School
District Three",Latta Middle School,1703021,M,"602 North Richardson
Street",Latta,SC,29565,5-8,468,843-752-7117,http://www.dillon3.k12.sc.us/LMS/,Stephanie J. Ard,21,2018,Dillon District Three,Latta Middle School,M,45.7,19.8,48.3,20.9,54.5,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Three",Latta Middle School,1703021,M,"602 North Richardson
Street",Latta,SC,29565,5-8,468,843-752-7117,http://www.dillon3.k12.sc.us/LMS/,Stephanie J. Ard,21,2019,Dillon District Three,Latta Middle School,M,39.7,29.6,39.5,25.5,56.9,NA,19.9,469,233,236,129,300,NA,0,323,40
"Dillon School
District Three",Latta Middle School,1703021,M,"602 North Richardson
Street",Latta,SC,29565,5-8,468,843-752-7117,http://www.dillon3.k12.sc.us/LMS/,Stephanie J. Ard,21,2021,"Dillon School
District Three",Latta Middle School,M,44.6,24.3,40.7,26.6,53.5,NA,25.6,462,222,240,140,271,NA,0,329,51
"Dillon School
District Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,29565,PK-4,623,843-752-5295,dillon3.k12.sc.us,Dollie R. Morrell,35,2017,Dillon District Three,Latta Elementary School,E,44.8,17.8,58.7,11.7,NA,NA,NA,687,338,349,260,391,NA,NA,NA,36
"Dillon School
District Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,29565,PK-4,623,843-752-5295,dillon3.k12.sc.us,Dollie R. Morrell,35,2018,Dillon District Three,Latta Elementary School,E,35.2,26.6,45.1,21.5,44,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,29565,PK-4,623,843-752-5295,dillon3.k12.sc.us,Dollie R. Morrell,35,2019,Dillon District Three,Latta Elementary School,E,40.9,29.6,48.3,21.3,48.7,NA,25.7,655,306,349,234,357,NA,0,508,64
"Dillon School
District Three",Latta Elementary School,1703024,E,300 Viking Drive,Latta,SC,29565,PK-4,623,843-752-5295,dillon3.k12.sc.us,Dollie R. Morrell,35,2021,"Dillon School
District Three",Latta Elementary School,E,48.3,24.2,52.8,23.6,50.6,NA,24.1,602,289,313,225,310,NA,0,471,67
"Dillon School
District Four",Lake View High School,1704002,H,401 East Third Avenue,Lake View,SC,29563,6-12,539,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school/,Edison Arnette,38,2017,Dillon School District Four,Lake View High School,M,36.3,23.7,22.7,38.2,41.1,30.4,NA,498,230,268,225,232,NA,NA,NA,41
"Dillon School
District Four",Lake View High School,1704002,H,401 East Third Avenue,Lake View,SC,29563,6-12,539,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school/,Edison Arnette,38,2018,Dillon School District Four,Lake View High School,M,31.3,34.8,29,36.6,38.3,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Four",Lake View High School,1704002,H,401 East Third Avenue,Lake View,SC,29563,6-12,539,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school/,Edison Arnette,38,2019,Dillon School District Four,Lake View High School,M,32.3,31.4,23.3,48.9,36.8,NA,38.9,518,228,290,206,250,NA,0,434,62
"Dillon School
District Four",Lake View High School,1704002,H,401 East Third Avenue,Lake View,SC,29563,6-12,539,843-759-3009,www.dillon.k12.sc.us/schools/lake_view_high_school/,Edison Arnette,38,2021,"Dillon School
District Four",Lake View High School,M,22,58,13.8,61.6,22.2,NA,60,528,244,284,200,247,NA,0,440,81
"Dillon School
District Four","Lake View Elementary
School",1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,294,843-759-3003,www.dillon.k12.sc.us,"Dr. Kimberly
Walsh",19,2017,Dillon School District Four,Lake View Elementary School,E,30.9,33.3,33.1,41.8,NA,NA,NA,398,171,227,160,198,NA,NA,NA,40
"Dillon School
District Four","Lake View Elementary
School",1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,294,843-759-3003,www.dillon.k12.sc.us,"Dr. Kimberly
Walsh",19,2018,Dillon School District Four,Lake View Elementary School,E,38.7,30.9,35.3,37.7,46.2,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Four","Lake View Elementary
School",1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,294,843-759-3003,www.dillon.k12.sc.us,"Dr. Kimberly
Walsh",19,2019,Dillon School District Four,Lake View Elementary School,E,33.7,34.2,32.1,37.9,50.6,NA,34.6,380,182,198,127,192,NA,0,309,61
"Dillon School
District Four","Lake View Elementary
School",1704003,E,1311 Scott Street,Lake View,SC,29563,PK-5,294,843-759-3003,www.dillon.k12.sc.us,"Dr. Kimberly
Walsh",19,2021,"Dillon School
District Four",Lake View Elementary School,E,30.2,46,27.8,47.6,38.2,NA,35.3,298,143,155,100,141,NA,0,251,57
"Dillon School
District Four",Dillon High School,1704005,H,1730 Hwy 301 North,Dillon,SC,29536,9-12,826,843-774-1230,dillon.k12.sc.us,Timothy P. GIbbs,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Ave,Dillon,SC,29536,4-5,455,843.774.1227,"http://www.dillon.k12.sc.us/schools/gordon
_elementary_school","Dr. Michael A.
McRae",23,2017,Dillon School District Four,Gordon Elementary,E,23.6,38.5,22.8,37.4,NA,NA,NA,497,240,257,333,109,NA,NA,NA,55
"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Ave,Dillon,SC,29536,4-5,455,843.774.1227,"http://www.dillon.k12.sc.us/schools/gordon
_elementary_school","Dr. Michael A.
McRae",23,2018,Dillon School District Four,Gordon Elementary School,E,24.2,38.1,30.3,37.3,32.3,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Ave,Dillon,SC,29536,4-5,455,843.774.1227,"http://www.dillon.k12.sc.us/schools/gordon
_elementary_school","Dr. Michael A.
McRae",23,2019,Dillon School District Four,Gordon Elementary,E,28.9,40.1,30.7,37.7,36.3,NA,36.7,530,261,269,342,112,NA,0,505,76
"Dillon School
District Four",Gordon Elementary School,1704009,E,926 Perry Ave,Dillon,SC,29536,4-5,455,843.774.1227,"http://www.dillon.k12.sc.us/schools/gordon
_elementary_school","Dr. Michael A.
McRae",23,2021,"Dillon School
District Four",Gordon Elementary School,E,16.2,55.4,14,57.4,23.4,NA,48.1,452,233,219,309,85,NA,0,426,58
"Dillon School
District Four",Dillon Middle School,1704010,M,"1803 Joan Dr
Dillon,
SC 29536",Dillon,SC,29563,6-8,728,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,43,2017,Dillon School District Four,Dillon Middle School,M,25.5,34.3,24.1,43.3,24.2,51.7,NA,719,366,353,487,166,NA,NA,NA,66
"Dillon School
District Four",Dillon Middle School,1704010,M,"1803 Joan Dr
Dillon,
SC 29536",Dillon,SC,29563,6-8,728,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,43,2018,Dillon School District Four,Dillon Middle School,M,27.6,35.9,28.5,36.2,28.4,NA,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dillon School
District Four",Dillon Middle School,1704010,M,"1803 Joan Dr
Dillon,
SC 29536",Dillon,SC,29563,6-8,728,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,43,2019,Dillon School District Four,Dillon Middle School,M,30.5,30.9,26.6,41.8,29,NA,43.8,687,338,349,436,162,NA,0,667,89
"Dillon School
District Four",Dillon Middle School,1704010,M,"1803 Joan Dr
Dillon,
SC 29536",Dillon,SC,29563,6-8,728,843-774-1212,www.dillon.k12.sc.us,Rodney Cook,43,2021,"Dillon School
District Four",Dillon Middle School,M,22,44.1,10.5,61.3,23.8,NA,54.3,735,356,379,489,145,NA,0,705,101
"Dorchester
School District
Two",Summerville High School,1802006,H,"1101 Boonehill Rd,",Summerville,SC,29483,9-12,3164,843-873-6460,https://www.ddtwo.org/SHS,Kenneth Farrell,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,847 Orangeburg Road,Summerville,SC,29483,PK-5,627,843-873-4851,www.ddtwo.org/KES,Claire Sieber,50,2017,Dorchester School District Two,Knightsville Elementary School,E,57.1,18.7,63.8,16.5,NA,NA,NA,818,394,424,200,544,NA,NA,NA,74
"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,847 Orangeburg Road,Summerville,SC,29483,PK-5,627,843-873-4851,www.ddtwo.org/KES,Claire Sieber,50,2018,Dorchester School District Two,Knightsville Elementary School,E,57,16.8,57.5,19.6,55,NA,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,847 Orangeburg Road,Summerville,SC,29483,PK-5,627,843-873-4851,www.ddtwo.org/KES,Claire Sieber,50,2019,Dorchester School District Two,Knightsville Elementary School,E,56.3,19.8,59.4,15.8,52.3,NA,18.3,721,346,375,132,473,NA,0,338,116
"Dorchester
School District
Two","Knightsville Elementary
School",1802007,E,847 Orangeburg Road,Summerville,SC,29483,PK-5,627,843-873-4851,www.ddtwo.org/KES,Claire Sieber,50,2021,"Dorchester
School District
Two","Knightsville Elementary
School",E,46.2,26.9,41.3,35,38.8,NA,38.8,634,289,345,121,403,NA,0,321,110
"Dorchester
School District
Two","Summerville Elementary
School",1802009,E,"835 South Main
Street",Summerville,SC,29483,PK-5,492,843-873-2372,https://www.ddtwo.org/ses,Katie Barker,37,2017,Dorchester School District Two,Summerville Elementary School,E,54.2,16.8,61.8,16,NA,NA,NA,554,302,252,188,331,NA,NA,NA,35
"Dorchester
School District
Two","Summerville Elementary
School",1802009,E,"835 South Main
Street",Summerville,SC,29483,PK-5,492,843-873-2372,https://www.ddtwo.org/ses,Katie Barker,37,2018,Dorchester School District Two,Summerville Elementary School,E,57.7,15.4,57.3,17.8,61.5,NA,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","Summerville Elementary
School",1802009,E,"835 South Main
Street",Summerville,SC,29483,PK-5,492,843-873-2372,https://www.ddtwo.org/ses,Katie Barker,37,2019,Dorchester School District Two,Summerville Elementary School,E,55.9,22.8,61.8,16.5,62.5,NA,17.5,562,284,278,149,347,NA,0,340,66
"Dorchester
School District
Two","Summerville Elementary
School",1802009,E,"835 South Main
Street",Summerville,SC,29483,PK-5,492,843-873-2372,https://www.ddtwo.org/ses,Katie Barker,37,2021,"Dorchester
School District
Two","Summerville Elementary
School",E,50.9,23.2,45,27.7,46.8,NA,32.3,501,244,257,134,290,NA,0,296,77
"Dorchester
School District
Two","James H. Spann
Elementary School",1802010,E,"901 John McKissick
Way",Summerville,SC,29483,PK-5,580,843-873-3050,"https://www.ddtwo.org/SPANN
",Shane O. Sanford,47,2017,Dorchester School District Two,Spann Elementary School,E,51,17.8,55.400000000000006,16.5,NA,NA,NA,671,306,365,242,353,NA,NA,NA,76
"Dorchester
School District
Two","James H. Spann
Elementary School",1802010,E,"901 John McKissick
Way",Summerville,SC,29483,PK-5,580,843-873-3050,"https://www.ddtwo.org/SPANN
",Shane O. Sanford,47,2018,Dorchester School District Two,James H. Spann Elementary School,E,59.4,17.3,60.4,17.7,52.8,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two","James H. Spann
Elementary School",1802010,E,"901 John McKissick
Way",Summerville,SC,29483,PK-5,580,843-873-3050,"https://www.ddtwo.org/SPANN
",Shane O. Sanford,47,2019,Dorchester School District Two,James H. Spann Elementary School,E,66.7,12.3,63.8,13.4,68,NA,11.3,682,312,370,177,349,NA,0,429,156
"Dorchester
School District
Two","James H. Spann
Elementary School",1802010,E,"901 John McKissick
Way",Summerville,SC,29483,PK-5,580,843-873-3050,"https://www.ddtwo.org/SPANN
",Shane O. Sanford,47,2021,"Dorchester
School District
Two","James H. Spann Elementary
School",E,45.1,28.4,43.4,29.3,47.8,NA,33.3,586,276,310,161,289,NA,0,375,136
"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,951,843-873-3890,https://www.ddtwo.org/AMS,"Dr. Michelle
Leviner",59,2017,Dorchester School District Two,Alston Middle School,M,44.4,17.2,37,23.7,52.3,20.2,NA,783,364,419,312,389,NA,NA,NA,82
"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,951,843-873-3890,https://www.ddtwo.org/AMS,"Dr. Michelle
Leviner",59,2018,Dorchester School District Two,Alston Middle School,M,43.1,20.5,38.6,25.9,51.3,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,951,843-873-3890,https://www.ddtwo.org/AMS,"Dr. Michelle
Leviner",59,2019,Dorchester School District Two,Alston Middle School,M,50.2,20.2,39.1,25.8,51,NA,27.2,766,377,389,256,383,NA,0,472,127
"Dorchester
School District
Two",Alston Middle School,1802011,M,500 Bryan Street,Summerville,SC,29483,6-8,951,843-873-3890,https://www.ddtwo.org/AMS,"Dr. Michelle
Leviner",59,2021,"Dorchester
School District
Two",Alston Middle School,M,45.8,22.6,28.1,32.1,47.2,NA,30.3,958,468,490,305,466,NA,0,579,187
"Dorchester
School District
Two","Rollings Middle School Of
The Arts",1802012,M,1635 Beech Hill Road,Summerville,SC,29485,6-8,774,843-873-3610,https://www.ddtwo.org/RMSA,Patrick Pye,46,2017,Dorchester School District Two,Rollings Middle School of the Arts,M,84.9,2,78.4,4.4,86.5,2.1,NA,657,413,244,112,474,NA,NA,NA,71
